aroma_motion_03	aroma_motion_07	aroma_motion_19	aroma_motion_20	aroma_motion_25	aroma_motion_26	aroma_orth_motion_03	aroma_orth_motion_07	aroma_orth_motion_19	aroma_orth_motion_20	aroma_orth_motion_25	aroma_orth_motion_26
-0.9277463701	0.0604139088	-0.6546523916	-1.750084412	0.05497162725	-0.4802087269	0.09688599168499801	-0.03708139621986107	0.7653079664341642	-0.5229050211765836	0.8200044539419399	0.5947178026861714
-0.7670317948	-0.09122174208	-2.352717076	-1.346053983	-0.4174376916	-0.3439228092	-0.01070238243933297	-0.18293530616594222	-0.8972208128017796	0.05056809499742965	0.6352671609868242	0.6105727008754661
-1.054567424	-0.2681324236	-1.704073094	-1.162664326	-0.4376074506	-1.866115909	-0.3959639863403779	-0.4372947432546	-0.4800747088696926	0.0015430190318181936	0.3896827041256547	-1.218450111786987
-0.7078468984	-0.09995542523	-0.2698105042	-1.838590167	-0.4536490923	-0.1440253666	0.20262497860165773	-0.19942488130932462	1.0289887456984532	-0.4859905172003296	0.028029715525371035	0.6277165449502983
-0.8694637431	0.1431893472	-1.078792148	-0.8783898665	0.3716684832	-0.07278257075	-0.3161639584823561	-0.2408206825109388	-0.11513431192519064	0.5823504496950499	0.6131807880656586	0.6188024312077535
-0.513070379	0.2535437252	0.1043591549	-0.4028371913	-0.002169596288	-1.683952179	0.05744320023587424	0.0025412708308571452	1.211244205512141	0.8848727198746386	0.5639996909665794	-0.7909310491901718
-0.6438112982	0.06905167883	-0.2847878365	-2.341764788	-1.163998731	-0.4713855589	0.0895305864202165	-0.08420366534428379	0.6074239442783413	-1.4286106331029647	-0.8610232856121445	0.32923550458589296
-0.6204646108	0.1882360199	-1.111275004	-0.1651097281	-0.9273644725	0.2299231555	0.08953699021660833	0.2757108280619923	-0.23131140835088881	0.6364522420478748	-0.5135567258028568	0.9988688326639823
-0.7850607512	-0.0149091278	0.08331544016	-1.085796008	0.4262407493	-2.268141456	-0.2150887921531751	-0.029120199815910366	1.0531344868145225	-0.18068538038999682	1.0739993752639734	-1.4366212091241968
-0.7308015381	0.1597572094	-1.114439394	-2.10333882	-1.320864582	0.006667167553	-0.03284085727981101	0.45131587239791127	-0.07711505318494205	-1.272212632790267	-0.5569557725625123	0.8346881526218314
